('vanilla.csv', 7.5, 0.0006819953680038452, 'bf@1t', 408932, 1)
('vanilla.csv', 7.5, 0.0007728891849517822, 'bf@1t', 393560, 187)
('vanilla.csv', 7.5, 0.0007834223628044128, 'bf@1t', 403036, 8)
('vanilla.csv', 7.5, 0.000813140594959259, 'bf@1t', 393260, 217)
('vanilla.csv', 7.5, 0.0008139542818069458, 'bf@1t', 408080, 189)
('vanilla.csv', 7.5, 0.0009194134831428528, 'bf@1t', 395436, 14)
('vanilla.csv', 7.5, 0.0009669034838676452, 'bf@1t', 400764, 1)
('vanilla.csv', 7.5, 0.0009744003415107727, 'bf@1t', 392908, 41)
('vanilla.csv', 7.5, 0.0010003758192062377, 'bf@1t', 401544, 264)
('vanilla.csv', 7.5, 0.0010037485599517823, 'bf@1t', 395604, 4)
('vanilla.csv', 7.5, 0.0010580209493637085, 'bf@1t', 391800, 107)
('vanilla.csv', 7.5, 0.0011136025786399842, 'bf@1t', 398540, 2)
('vanilla.csv', 7.5, 0.0011268057703971862, 'bf@1t', 409076, 43)
('vanilla.csv', 7.5, 0.0011610756158828735, 'bf@1t', 396000, 0)
('vanilla.csv', 7.5, 0.0011622462272644044, 'bf@1t', 400516, 30)
('vanilla.csv', 7.5, 0.0011725228428840638, 'bf@1t', 397088, 5)
('vanilla.csv', 7.5, 0.001202561366558075, 'bf@1t', 403316, 2)
('vanilla.csv', 7.5, 0.001217200195789337, 'bf@1t', 395476, 7)
('vanilla.csv', 7.5, 0.0012341588735580444, 'bf@1t', 400440, 172)
('vanilla.csv', 7.5, 0.0014332915425300599, 'bf@1t', 397696, 0)
('vanilla.csv', 7.5, 0.0014742157340049743, 'bf@1t', 395848, 177)
('vanilla.csv', 7.5, 0.0014822368264198304, 'bf@1t', 390656, 114)
('vanilla.csv', 7.5, 0.001485117256641388, 'bf@1t', 396624, 55)
('vanilla.csv', 7.5, 0.001519262719154358, 'bf@1t', 390620, 6)
('vanilla.csv', 7.5, 0.0015593176364898681, 'bf@1t', 389360, 25)
('vanilla.csv', 7.5, 0.0015637174010276794, 'bf@1t', 401516, 56)
('vanilla.csv', 7.5, 0.0015750442624092103, 'bf@1t', 398424, 4)
('vanilla.csv', 7.5, 0.0019473697185516357, 'bf@1t', 394120, 74)
('vanilla.csv', 7.5, 0.0019697790145874025, 'bf@1t', 401828, 0)
('vanilla.csv', 7.5, 0.002049716866016388, 'bf@1t', 404056, 0)
('vanilla.csv', 7.5, 0.00205569384098053, 'bf@1t', 406980, 0)
('vanilla.csv', 7.5, 0.002059911048412323, 'bf@1t', 406988, 24)
